,Features,Parameters_knn,RMSE,Sample_size,Runtime
142,"['Series', 'Genres', 'imdb_ratings', 'NEWKeywords: 150', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9377424299408376,10000,403.04325532913214
143,"['Series', 'PG_Rating', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9379224588017078,10000,228.7438395023346
144,"['Series', 'Genres', 'RottenTomatoes_Rating', 'NEWKeywords: 150', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9393834350935968,10000,481.57156229019165
145,"['Series', 'Awards', 'RottenTomatoes_Rating', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9395548989480406,10000,222.6683099269867
146,"['Series', 'Awards', 'PG_Rating', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9397392050843548,10000,178.64330887794497
147,"['Series', 'PG_Rating', 'NEWKeywords: 150']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9397414416029626,10000,365.69427490234375
148,"['Series', 'Genres', 'RottenTomatoes_Rating', 'PG_Rating', 'NEWKeywords: 150']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9398749634181364,10000,365.74831366539
149,"['Series', 'Awards', 'Genres', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'NEWKeywords: 150']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9399625338520708,10000,393.1719465255737
150,"['Series', 'Genres', 'RottenTomatoes_Rating', 'NEWKeywords: 150', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9403505849950607,10000,403.2113633155823
151,"['Series', 'Awards', 'Genres', 'imdb_ratings', 'PG_Rating', 'NEWKeywords: 150', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9405169836393646,10000,404.5475785732269
152,"['Series', 'Awards', 'Genres', 'imdb_ratings', 'PG_Rating', 'NEWKeywords: 150', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9408529339461108,10000,484.9506509304047
153,"['Series', 'Awards', 'NEWKeywords: 150', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9408692802008344,10000,397.03874588012695
154,"['Series', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9409599538839574,10000,178.79045057296753
